,Id,SalePrice,Lot Area,Garage Area,Garage Type,Garage Cars,Fireplaces,Fireplace Qu,Fence,Paved Drive,Street,Central Air,Overall Qual,Overall Cond,total_sqr_ft,total_full_bathrooms,total_half_bathrooms,has_basement,total_sqr_ft^2
521,2077,109900,17808,336.0,Attchd,1.0,0,No fireplace,No fence,N,Pave,N,Fair,Average,1726.0,1.0,0.0,1,2979076.0
522,2930,188000,9627,650.0,Attchd,3.0,1,TA,No fence,Y,Pave,Y,Good,Average,2996.0,2.0,1.0,1,8976016.0
523,737,132500,6000,280.0,Detchd,1.0,1,Gd,No fence,Y,Pave,Y,Average,Good,2192.0,1.0,0.0,1,4804864.0
524,837,143000,9757,440.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1980.0,2.0,0.0,1,3920400.0
525,2086,125000,9280,256.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2684.0,2.0,0.0,1,7203856.0
526,2385,415000,14780,1085.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Excellent,Average,3736.0,3.0,0.0,1,13957696.0
527,189,125500,7740,528.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Fair,Good,1985.0,1.0,0.0,1,3940225.0
528,635,139000,9600,338.0,Attchd,1.0,1,Gd,MnPrv,Y,Pave,Y,Average,Good,2872.0,3.0,0.0,1,8248384.0
529,432,451950,13478,842.0,BuiltIn,3.0,1,Gd,No fence,Y,Pave,Y,Excellent,Average,4018.0,3.0,1.0,1,16144324.0
530,900,119900,10926,0.0,No Garage,0.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,3356.0,2.0,0.0,1,11262736.0
531,966,220000,6853,471.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2563.0,3.0,0.0,1,6568969.0
532,1612,167300,10667,525.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Good,3174.0,2.0,0.0,1,10074276.0
533,904,122000,8212,256.0,Detchd,1.0,2,Gd,No fence,Y,Pave,Y,Average,Good,2018.0,1.0,0.0,1,4072324.0
534,2487,125000,9100,504.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,3456.0,3.0,0.0,1,11943936.0
535,1304,112500,6000,288.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1856.0,1.0,0.0,1,3444736.0
536,2112,191000,9316,578.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2674.0,2.0,1.0,1,7150276.0
537,1244,136000,9464,288.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2160.0,1.0,0.0,1,4665600.0
538,843,197900,10400,546.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2645.0,2.0,1.0,1,6996025.0
539,2689,117000,5310,255.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2120.0,1.0,0.0,1,4494400.0
540,2753,194000,7406,632.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2419.0,3.0,0.0,1,5851561.0
541,1169,285000,4538,545.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Excellent,Average,2620.0,2.0,1.0,1,6864400.0
542,1376,127500,10106,0.0,No Garage,0.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1999.0,3.0,0.0,1,3996001.0
543,2503,268000,13346,590.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,3390.0,3.0,1.0,1,11492100.0
544,1987,137000,9639,342.0,Detchd,2.0,0,No fireplace,MnPrv,N,Pave,Y,Fair,Good,2873.0,2.0,1.0,1,8254129.0
545,1190,215000,15387,578.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Good,3240.0,2.0,0.0,1,10497600.0
546,1930,129500,10050,336.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2432.0,2.0,0.0,1,5914624.0
547,2677,115000,6240,240.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Fair,2240.0,1.0,0.0,1,5017600.0
548,1256,114000,7506,288.0,Detchd,1.0,0,No fireplace,No fence,N,Pave,Y,Average,Good,1906.0,1.0,0.0,1,3632836.0
549,2484,107000,8900,384.0,Detchd,1.0,0,No fireplace,MnPrv,Y,Pave,Y,Fair,Fair,2112.0,2.0,0.0,1,4460544.0
550,1253,118500,8480,336.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2048.0,1.0,0.0,1,4194304.0
551,1337,120000,6000,208.0,BuiltIn,1.0,1,Gd,No fence,Y,Pave,Y,Average,Good,2020.0,1.0,0.0,1,4080400.0
552,1788,260000,8847,484.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,3076.0,3.0,0.0,1,9461776.0
553,141,136000,8050,308.0,Attchd,1.0,0,No fireplace,GdPrv,Y,Pave,Y,Average,Average,2286.0,2.0,0.0,1,5225796.0
554,1669,123000,8294,480.0,Detchd,4.0,0,No fireplace,GdWo,Y,Pave,Y,Fair,Average,1730.0,1.0,0.0,1,2992900.0
555,1366,89500,7920,0.0,No Garage,0.0,0,No fireplace,MnPrv,N,Pave,Y,Average,Good,1725.0,1.0,0.0,1,2975625.0
556,52,199500,18494,430.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2648.0,2.0,0.0,1,7011904.0
557,1380,109900,7162,408.0,Attchd,1.0,0,No fireplace,MnPrv,Y,Pave,Y,Average,Good,1780.0,1.0,0.0,1,3168400.0
558,919,234000,10918,282.0,Detchd,1.0,2,Gd,MnPrv,Y,Pave,Y,Good,Excellent,3356.0,1.0,1.0,1,11262736.0
559,2804,155900,4435,420.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Average,1696.0,2.0,0.0,1,2876416.0
560,782,161500,11250,304.0,Attchd,1.0,2,TA,No fence,Y,Pave,Y,Fair,Average,2892.0,2.0,0.0,1,8363664.0
561,956,137500,14375,525.0,Basment,2.0,1,Gd,No fence,Y,Pave,Y,Average,Good,2163.0,1.0,1.0,1,4678569.0
562,187,76500,9045,0.0,No Garage,0.0,0,No fireplace,No fence,N,Pave,N,Average,Fair,3096.0,2.0,0.0,1,9585216.0
563,2074,211000,10029,521.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Average,3211.0,2.0,2.0,1,10310521.0
564,1039,181000,4060,511.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2742.0,3.0,0.0,1,7518564.0
565,1210,174900,9020,490.0,Attchd,2.0,0,No fireplace,GdPrv,Y,Pave,Y,Average,Good,2292.0,2.0,1.0,1,5253264.0
566,2710,164500,11777,564.0,Attchd,2.0,2,Fa,No fence,Y,Pave,Y,Average,Good,2484.0,2.0,0.0,1,6170256.0
567,44,214000,10171,532.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,3052.0,2.0,0.0,1,9314704.0
568,1026,185000,10400,489.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Good,2782.0,2.0,1.0,1,7739524.0
569,1343,123000,6240,336.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Fair,Good,1840.0,1.0,1.0,1,3385600.0
570,2248,183500,12150,486.0,BuiltIn,2.0,1,Po,MnPrv,Y,Pave,Y,Average,Good,2300.0,3.0,0.0,1,5290000.0
571,1849,174000,2645,492.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2217.0,2.0,1.0,1,4915089.0
572,2076,130000,22692,649.0,Detchd,2.0,1,TA,No fence,P,Pave,Y,Average,Average,2703.0,2.0,0.0,1,7306209.0
573,2641,178000,9600,546.0,Detchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Good,2369.0,1.0,2.0,1,5612161.0
574,5,189900,13830,482.0,Attchd,2.0,1,TA,MnPrv,Y,Pave,Y,Average,Average,2557.0,2.0,1.0,1,6538249.0
575,878,144000,4435,420.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1696.0,2.0,0.0,1,2876416.0
576,1548,120500,5890,432.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1632.0,1.0,0.0,1,2663424.0
577,841,145000,10859,672.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2194.0,1.0,1.0,1,4813636.0
578,1621,251000,5330,499.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,3146.0,3.0,0.0,1,9897316.0
579,218,136500,10778,0.0,No Garage,0.0,0,No fireplace,No fence,Y,Pave,N,Fair,Average,3536.0,2.0,0.0,1,12503296.0
580,1504,82500,6845,0.0,No Garage,0.0,0,No fireplace,No fence,N,Pave,N,Fair,Average,1152.0,2.0,0.0,0,1327104.0
581,946,57625,21780,280.0,Detchd,1.0,0,No fireplace,No fence,N,Grvl,N,Poor,Fair,810.0,1.0,0.0,0,656100.0
582,455,212500,10307,484.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2708.0,3.0,0.0,1,7333264.0
583,2906,164000,4500,402.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2432.0,3.0,0.0,1,5914624.0
584,2878,139000,9060,384.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2605.0,2.0,0.0,1,6786025.0
585,1173,160000,2160,462.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,1852.0,3.0,1.0,1,3429904.0
586,985,149000,7669,698.0,Detchd,2.0,1,Fa,GdPrv,Y,Pave,Y,Average,Good,1711.0,2.0,0.0,1,2927521.0
587,975,130000,9858,288.0,Attchd,1.0,0,No fireplace,GdWo,Y,Pave,Y,Average,Good,1738.0,2.0,0.0,1,3020644.0
588,202,140000,10300,480.0,Detchd,2.0,0,No fireplace,GdPrv,Y,Pave,Y,Good,Good,2286.0,2.0,0.0,1,5225796.0
589,528,264500,8125,517.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3672.0,2.0,0.0,1,13483584.0
590,2579,141000,14850,299.0,Attchd,1.0,1,TA,MnWw,Y,Pave,Y,Average,Average,2184.0,2.0,0.0,1,4769856.0
591,1841,199900,4274,569.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2482.0,2.0,1.0,1,6160324.0
592,591,167900,9650,630.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Average,2684.0,2.0,1.0,1,7203856.0
593,1897,181900,14585,572.0,Attchd,2.0,2,Gd,No fence,Y,Pave,Y,Average,Good,2573.0,1.0,1.0,1,6620329.0
594,70,262500,9000,750.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,3132.0,3.0,0.0,1,9809424.0
595,590,230000,13774,520.0,Attchd,2.0,2,TA,No fence,Y,Pave,Y,Good,Good,3196.0,1.0,2.0,1,10214416.0
596,1172,328900,5119,506.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Excellent,Average,3407.0,3.0,0.0,1,11607649.0
597,1714,232698,9254,554.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,3442.0,3.0,0.0,1,11847364.0
598,829,221800,10324,810.0,Attchd,3.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2508.0,3.0,0.0,1,6290064.0
599,1397,152400,8375,627.0,2Types,3.0,0,No fireplace,MnPrv,N,Pave,Y,Average,Good,1926.0,2.0,1.0,1,3709476.0
600,877,213000,9750,451.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,3260.0,2.0,0.0,1,10627600.0
601,2477,184900,7632,449.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2369.0,2.0,1.0,1,5612161.0
602,2871,157000,15750,375.0,Attchd,1.0,2,Gd,No fence,Y,Pave,Y,Average,Average,2501.0,2.0,0.0,1,6255001.0
603,2489,144000,9240,576.0,Detchd,2.0,1,TA,MnPrv,Y,Pave,Y,Average,Good,2075.0,1.0,0.0,1,4305625.0
604,1655,192350,10400,478.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Average,2612.0,3.0,0.0,1,6822544.0
605,1891,163500,8800,440.0,Attchd,2.0,1,TA,MnPrv,Y,Pave,Y,Good,Good,2374.0,2.0,1.0,1,5635876.0
606,1419,262280,11839,514.0,Attchd,2.0,1,Ex,No fence,Y,Pave,Y,Good,Average,3804.0,3.0,1.0,1,14470416.0
607,1473,214000,9135,532.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,3072.0,3.0,0.0,1,9437184.0
608,2868,230000,14115,470.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Average,Good,2884.0,1.0,0.0,1,8317456.0
609,1695,280000,14154,947.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3235.0,2.0,1.0,1,10465225.0
610,2244,140000,6565,720.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Fair,Good,2146.0,2.0,0.0,1,4605316.0
611,169,155000,7700,442.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Average,2595.0,1.0,1.0,1,6734025.0
612,2670,64500,4761,0.0,No Garage,0.0,0,No fireplace,No fence,N,Pave,N,Fair,Fair,2040.0,1.0,0.0,1,4161600.0
613,247,218000,12361,1017.0,2Types,4.0,1,Gd,No fence,Y,Pave,Y,Average,Good,2748.0,2.0,2.0,1,7551504.0
614,2137,160000,9720,576.0,Detchd,2.0,1,Fa,MnPrv,Y,Pave,Y,Average,Good,2004.0,2.0,0.0,1,4016016.0
615,1794,208900,8640,598.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2676.0,2.0,0.0,1,7160976.0
616,1498,284700,47007,624.0,Attchd,2.0,2,Gd,No fence,Y,Pave,Y,Average,Good,3820.0,3.0,1.0,0,14592400.0
617,1164,146000,3180,540.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2081.0,2.0,0.0,1,4330561.0
618,1179,245500,14963,500.0,Attchd,2.0,2,Gd,No fence,Y,Pave,Y,Good,Average,2548.0,2.0,1.0,1,6492304.0
619,1340,113000,5000,160.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2005.0,1.0,0.0,1,4020025.0
620,436,296000,16870,932.0,Attchd,3.0,2,Gd,No fence,Y,Pave,Y,Good,Average,3564.0,3.0,0.0,1,12702096.0
621,1636,377426,14157,676.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Excellent,Average,3844.0,3.0,0.0,1,14776336.0
622,421,337500,12456,786.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Excellent,Average,3418.0,3.0,0.0,1,11682724.0
623,457,552000,14836,949.0,Attchd,3.0,1,Ex,No fence,Y,Pave,Y,Excellent,Average,4984.0,3.0,1.0,1,24840256.0
624,2834,97900,6956,265.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Fair,Good,1560.0,1.0,0.0,1,2433600.0
625,517,208300,7862,676.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2436.0,2.0,0.0,1,5934096.0
626,1566,213000,11050,816.0,Attchd,3.0,1,TA,No fence,Y,Pave,Y,Good,Average,2730.0,2.0,1.0,1,7452900.0
627,1439,188000,8924,527.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2604.0,2.0,1.0,1,6780816.0
628,2577,162000,9610,488.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Good,2457.0,1.0,1.0,1,6036849.0
629,2241,152000,13710,282.0,Attchd,1.0,0,No fireplace,MnPrv,Y,Pave,Y,Average,Average,2468.0,1.0,1.0,1,6091024.0
630,71,254900,12552,678.0,Attchd,2.0,1,Gd,GdWo,Y,Pave,Y,Good,Average,2938.0,2.0,1.0,1,8631844.0
631,1143,189000,14565,483.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2489.0,2.0,1.0,1,6195121.0
632,1021,235000,18559,550.0,Attchd,2.0,2,Fa,No fence,Y,Pave,Y,Good,Average,4112.0,3.0,0.0,1,16908544.0
633,1416,125000,10880,240.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,N,Average,Average,2328.0,2.0,0.0,1,5419584.0
634,35,120000,2280,308.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Good,Good,1672.0,1.0,0.0,1,2795584.0
635,2904,81500,31250,270.0,Attchd,1.0,0,No fireplace,No fence,N,Pave,Y,Poor,Fair,1600.0,1.0,1.0,0,2560000.0
636,2174,118500,11841,0.0,No Garage,0.0,0,No fireplace,No fence,Y,Grvl,Y,Average,Average,1632.0,2.0,0.0,1,2663424.0
637,522,370878,9187,478.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Excellent,Average,3532.0,3.0,1.0,1,12475024.0
638,2211,145000,6270,871.0,2Types,3.0,0,No fireplace,No fence,Y,Pave,N,Average,Good,3003.0,2.0,0.0,1,9018009.0
639,1539,311500,15660,431.0,Attchd,2.0,2,TA,No fence,Y,Pave,Y,Good,Excellent,2752.0,1.0,2.0,1,7573504.0
640,2420,210250,3087,437.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2584.0,3.0,0.0,1,6677056.0
641,2779,200000,13450,492.0,BuiltIn,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2777.0,3.0,1.0,1,7711729.0
642,953,126000,10125,539.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1734.0,2.0,0.0,0,3006756.0
643,658,114000,8146,281.0,Detchd,1.0,0,No fireplace,No fence,N,Pave,Y,Fair,Good,1444.0,1.0,0.0,1,2085136.0
644,714,87500,9600,720.0,Detchd,2.0,0,No fireplace,No fence,N,Pave,Y,Fair,Fair,2187.0,2.0,0.0,1,4782969.0
645,1637,349265,12328,729.0,BuiltIn,3.0,1,Gd,No fence,Y,Pave,Y,Good,Average,3690.0,4.0,1.0,1,13616100.0
646,538,203000,10141,845.0,Attchd,3.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,3024.0,2.0,0.0,1,9144576.0
647,546,189000,8529,527.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,2888.0,2.0,0.0,1,8340544.0
648,533,209000,8127,628.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2465.0,3.0,1.0,1,6076225.0
649,718,160000,8400,357.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2924.0,2.0,0.0,1,8549776.0
650,1830,129000,10751,431.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2074.0,2.0,0.0,1,4301476.0
651,2929,170000,10010,418.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Average,2778.0,2.0,0.0,1,7717284.0
652,2207,90350,4280,352.0,Detchd,1.0,1,Gd,MnPrv,P,Pave,N,Average,Good,1134.0,1.0,0.0,1,1285956.0
653,1417,79000,9600,0.0,No Garage,0.0,0,No fireplace,No fence,N,Pave,N,Average,Average,1668.0,1.0,0.0,1,2782224.0
654,2787,149900,9800,552.0,Attchd,2.0,0,No fireplace,GdWo,Y,Pave,Y,Average,Good,1788.0,2.0,0.0,1,3196944.0
655,1037,123000,7560,576.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1728.0,2.0,0.0,1,2985984.0
656,2659,87000,9600,779.0,2Types,3.0,0,No fireplace,No fence,N,Pave,N,Fair,Poor,2869.0,3.0,0.0,1,8231161.0
657,1567,171000,9880,358.0,Attchd,1.0,1,Po,GdPrv,Y,Pave,Y,Average,Good,2214.0,2.0,0.0,1,4901796.0
658,1225,119000,9600,288.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2284.0,1.0,0.0,1,5216656.0
659,685,132500,7931,672.0,Attchd,1.0,0,No fireplace,GdPrv,Y,Pave,Y,Average,Average,2296.0,2.0,0.0,1,5271616.0
660,1358,161000,5100,228.0,Detchd,1.0,1,Gd,MnPrv,Y,Pave,Y,Good,Good,2254.0,1.0,0.0,1,5080516.0
661,1461,274000,9720,725.0,BuiltIn,3.0,1,TA,No fence,Y,Pave,Y,Excellent,Average,3304.0,3.0,1.0,1,10916416.0
662,221,125000,8521,336.0,Detchd,1.0,1,Fa,MnPrv,Y,Pave,Y,Average,Average,1824.0,1.0,0.0,1,3326976.0
663,2187,98500,8741,0.0,No Garage,0.0,0,No fireplace,GdWo,N,Pave,N,Average,Good,2390.0,2.0,0.0,1,5712100.0
664,2504,262000,12461,757.0,Attchd,3.0,1,Fa,GdPrv,Y,Pave,Y,Good,Average,3248.0,3.0,0.0,1,10549504.0
665,855,134900,6950,444.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,1828.0,2.0,0.0,1,3341584.0
666,2258,170000,16905,308.0,Attchd,1.0,2,Gd,No fence,P,Pave,Y,Average,Good,2678.0,1.0,2.0,1,7171684.0
667,2205,135000,7155,225.0,Detchd,1.0,1,Gd,MnPrv,N,Pave,Y,Average,Good,2147.0,1.0,0.0,1,4609609.0
668,1158,290000,9205,473.0,Attchd,2.0,2,Gd,No fence,Y,Pave,Y,Average,Average,3613.0,3.0,1.0,1,13053769.0
669,1741,173500,7697,462.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Good,2504.0,2.0,0.0,1,6270016.0
670,2735,225000,7800,230.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2904.0,4.0,0.0,1,8433216.0
671,1888,140500,14357,440.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Average,2051.0,2.0,0.0,1,4206601.0
672,2121,126000,8775,299.0,Attchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1980.0,1.0,0.0,1,3920400.0
673,1176,170000,2645,480.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2546.0,3.0,1.0,1,6482116.0
674,2773,156000,13568,576.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1980.0,1.0,1.0,1,3920400.0
675,2619,207500,16321,319.0,Attchd,1.0,2,Gd,No fence,Y,Pave,Y,Average,Good,3084.0,2.0,0.0,1,9511056.0
676,1796,255000,8640,590.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,2688.0,2.0,1.0,1,7225344.0
677,1598,94900,1596,297.0,BuiltIn,1.0,1,Po,GdWo,Y,Pave,Y,Fair,Good,1450.0,2.0,0.0,1,2102500.0
678,1965,140000,7315,338.0,Attchd,1.0,1,TA,No fence,Y,Pave,Y,Average,Good,2340.0,1.0,1.0,1,5475600.0
679,2651,96900,7614,216.0,Detchd,1.0,0,No fireplace,No fence,N,Pave,Y,Fair,Average,2114.0,1.0,0.0,1,4468996.0
680,609,154000,11000,480.0,Attchd,2.0,1,Po,MnPrv,Y,Pave,Y,Average,Good,2308.0,1.0,1.0,1,5326864.0
681,1990,184900,10337,816.0,Detchd,2.0,0,No fireplace,MnPrv,Y,Pave,N,Good,Excellent,2497.0,2.0,1.0,1,6235009.0
682,1053,385000,14803,1220.0,Attchd,3.0,1,Gd,No fence,Y,Pave,Y,Excellent,Average,4162.0,3.0,0.0,1,17322244.0
683,2877,106500,8765,327.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,N,Fair,Good,1902.0,1.0,0.0,1,3617604.0
684,497,327000,12720,810.0,BuiltIn,3.0,2,TA,No fence,Y,Pave,Y,Good,Average,4142.0,3.0,1.0,1,17156164.0
685,514,468000,11128,795.0,Attchd,3.0,2,Gd,GdPrv,Y,Pave,Y,Excellent,Average,4948.0,3.0,0.0,1,24482704.0
686,759,135000,5160,384.0,Detchd,1.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2870.0,1.0,0.0,1,8236900.0
687,2474,142500,13072,484.0,Detchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,2282.0,1.0,1.0,1,5207524.0
688,1193,141000,8814,470.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2196.0,1.0,1.0,1,4822416.0
689,1415,107500,7000,0.0,No Garage,0.0,0,No fireplace,No fence,N,Pave,Y,Average,Good,2464.0,2.0,0.0,1,6071296.0
690,2048,108500,4484,240.0,Detchd,1.0,0,No fireplace,MnPrv,Y,Pave,N,Average,Good,1954.0,2.0,0.0,1,3818116.0
691,2483,150000,9019,472.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,1956.0,2.0,1.0,1,3825936.0
692,2883,78000,8520,0.0,No Garage,0.0,0,No fireplace,No fence,N,Grvl,N,Fair,Average,1152.0,1.0,0.0,1,1327104.0
693,1111,235128,11932,830.0,Attchd,3.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,3160.0,2.0,0.0,1,9985600.0
694,2072,302000,115149,739.0,Attchd,2.0,2,TA,No fence,Y,Pave,Y,Good,Average,3467.0,3.0,0.0,1,12020089.0
695,1450,163000,14330,440.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Good,2422.0,3.0,0.0,1,5866084.0
696,274,84900,8777,240.0,Detchd,1.0,0,No fireplace,No fence,N,Pave,N,Fair,Good,640.0,1.0,0.0,0,409600.0
697,413,147000,2308,440.0,Attchd,2.0,1,Fa,No fence,Y,Pave,Y,Average,Average,2177.0,2.0,2.0,1,4739329.0
698,751,155000,2500,164.0,Attchd,1.0,1,Gd,No fence,Y,Pave,Y,Good,Good,2736.0,2.0,1.0,1,7485696.0
699,2897,180000,8049,484.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,2648.0,3.0,0.0,1,7011904.0
700,207,55000,5600,0.0,No Garage,0.0,0,No fireplace,No fence,N,Pave,N,Fair,Average,1092.0,2.0,0.0,0,1192464.0
701,2269,187500,9590,438.0,Attchd,2.0,1,Gd,No fence,Y,Pave,Y,Good,Average,2014.0,3.0,0.0,1,4056196.0
702,891,125000,7200,352.0,Detchd,1.0,1,Fa,GdWo,Y,Pave,Y,Average,Good,2166.0,2.0,0.0,1,4691556.0
703,2863,250000,11500,180.0,Attchd,1.0,1,Gd,No fence,Y,Pave,Y,Good,Good,3074.0,1.0,1.0,1,9449476.0
704,1298,78000,6756,200.0,Detchd,1.0,0,No fireplace,No fence,P,Pave,N,Average,Good,1380.0,1.0,0.0,1,1904400.0
705,1292,118000,11426,0.0,No Garage,0.0,0,No fireplace,No fence,N,Pave,Y,Fair,Good,2314.0,2.0,0.0,1,5354596.0
706,1687,318000,12030,818.0,Attchd,3.0,0,No fireplace,No fence,Y,Pave,Y,Good,Average,3388.0,2.0,0.0,1,11478544.0
707,2749,215000,9554,471.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Good,Average,2688.0,2.0,1.0,1,7225344.0
708,2875,72000,8534,0.0,No Garage,0.0,0,No fireplace,GdWo,N,Pave,N,Fair,Fair,1104.0,1.0,0.0,1,1218816.0
709,1029,180000,11361,478.0,Attchd,2.0,1,TA,MnPrv,Y,Pave,Y,Average,Average,2716.0,2.0,1.0,1,7376656.0
710,1581,184000,12416,616.0,Attchd,2.0,1,TA,No fence,Y,Pave,Y,Average,Average,3257.0,3.0,0.0,1,10608049.0
711,612,124500,9600,270.0,Attchd,1.0,0,No fireplace,MnPrv,Y,Pave,Y,Average,Good,2082.0,2.0,0.0,1,4334724.0
712,139,135000,8267,576.0,Attchd,2.0,0,No fireplace,No fence,Y,Pave,Y,Average,Average,3208.0,2.0,0.0,1,10291264.0
